vector_id,N_ANC,N_AFR,N_EUR,N_ADMIX,ADMIX_TIME,SPLIT_TIME,p_AFR,p_EUR,success_rate | likelihood
339,8945,42670,26293,46050,11,2000,0.7698333267437633,0.23016667325623674,0.0
340,12198,36148,21543,10661,10,2000,0.8742867394991456,0.1257132605008544,0.38
341,9050,32782,21934,18952,12,2000,0.823239867196628,0.176760132803372,0.0
342,12657,11917,9857,45876,13,2000,0.8321290135282384,0.16787098647176157,0.0
343,19481,17155,5677,6787,10,2000,0.7112162463685769,0.28878375363142306,0.0
344,16843,41649,19365,8080,9,2000,0.8769484547535524,0.12305154524644757,0.5
345,16330,41705,8835,5289,10,2000,0.7841220641147073,0.2158779358852927,0.0
346,12532,19641,12576,40775,14,2000,0.8127321483174241,0.18726785168257587,0.0
347,14586,29993,28138,9945,15,2000,0.7102360213088406,0.28976397869115944,0.0
348,9899,31768,19970,33390,13,2000,0.7217913513370717,0.27820864866292827,0.0
349,13529,28927,9652,13302,12,2000,0.7053567909688359,0.29464320903116414,0.0
350,7948,31719,22568,14262,14,2000,0.7950020630296583,0.20499793697034174,0.0
351,9953,46925,29549,5399,14,2000,0.8688226346704223,0.1311773653295777,0.27
352,13919,12470,20360,15468,10,2000,0.7537961882748233,0.2462038117251767,0.0
353,16148,14658,17005,24923,8,2000,0.807796153001063,0.192203846998937,0.0
354,7812,41032,5981,8155,9,2000,0.8086332062098299,0.19136679379017008,0.0
355,15836,25538,12080,21137,11,2000,0.8664738025414003,0.13352619745859973,0.16
356,16459,14156,19886,19023,8,2000,0.8944848566284661,0.10551514337153389,0.89
357,19283,37779,8627,48303,10,2000,0.8403858297430473,0.15961417025695268,0.0
358,16147,34485,21305,17591,8,2000,0.7335460263277817,0.26645397367221835,0.0
359,17121,35605,26662,30302,14,2000,0.7451318311420818,0.2548681688579182,0.0
360,19556,47948,5381,17411,8,2000,0.7388027677008865,0.2611972322991135,0.0
361,9631,31951,15139,25194,15,2000,0.7809416164719185,0.2190583835280815,0.0
362,18421,32204,24893,21557,16,2000,0.8902485202396878,0.10975147976031219,0.75
363,15976,39386,27870,25971,8,2000,0.8933446215257945,0.10665537847420548,0.88
364,8725,35678,6903,22118,11,2000,0.752243026670653,0.24775697332934699,0.0
365,10283,41281,7384,30871,11,2000,0.8933769898591073,0.1066230101408927,0.9
366,8537,27247,7263,25497,15,2000,0.8666027184548045,0.13339728154519548,0.15
367,16419,15042,18305,36478,9,2000,0.7559107212033995,0.24408927879660047,0.0
368,17916,32150,25380,35833,14,2000,0.7372561714620325,0.2627438285379675,0.0
369,7695,11974,5627,12256,16,2000,0.8990427430836523,0.10095725691634772,0.88
370,10222,47390,14571,41725,11,2000,0.8726739809839266,0.12732601901607343,0.25
371,17589,22844,5159,39311,10,2000,0.8738530653103405,0.12614693468965954,0.32
372,11135,18357,5571,10358,10,2000,0.7477954889607857,0.25220451103921426,0.0
373,16814,38214,17614,38230,9,2000,0.7966222001291986,0.2033777998708014,0.0
374,11071,28135,5467,18931,13,2000,0.8767952015214185,0.12320479847858146,0.41
375,13167,49927,5896,36707,8,2000,0.8738687644015158,0.12613123559848416,0.32
376,18516,37761,22876,32623,11,2000,0.7622404404569741,0.23775955954302586,0.0
377,9272,31369,24101,9506,16,2000,0.8172752778400824,0.18272472215991764,0.0
378,18033,34054,18258,42123,8,2000,0.8491049680311981,0.15089503196880194,0.01
379,12471,49617,22474,11867,15,2000,0.7637371759925305,0.23626282400746945,0.0
380,8701,42946,9987,28757,10,2000,0.7952053574266327,0.20479464257336732,0.0
381,10312,48563,13533,6896,9,2000,0.8998302980079045,0.10016970199209552,0.87
382,15953,17021,11376,9532,12,2000,0.8186135009605788,0.18138649903942117,0.0
383,8640,32985,28854,38024,10,2000,0.8034744375199019,0.19652556248009811,0.0
384,18196,30715,17362,34540,11,2000,0.8479161331648347,0.15208386683516528,0.01
385,11893,42620,10932,32329,8,2000,0.7917943632984435,0.20820563670155645,0.0
386,14266,45480,27104,18093,13,2000,0.7373592935707256,0.2626407064292744,0.0
387,17066,47781,22264,31854,16,2000,0.7758207953147438,0.2241792046852562,0.0
388,14729,45413,23417,29104,12,2000,0.791348926569075,0.20865107343092504,0.0
389,19752,42329,21140,16113,13,2000,0.752141326621717,0.24785867337828305,0.0
390,19024,43680,29235,14253,16,2000,0.7430349437923381,0.25696505620766186,0.0
391,9148,32846,28587,15402,13,2000,0.7606203168636333,0.2393796831363667,0.0
392,15076,20340,9600,42513,16,2000,0.8007499675972702,0.19925003240272976,0.0
393,7029,29083,26749,23688,10,2000,0.7062901434147822,0.29370985658521775,0.0
394,14509,20490,28519,46219,10,2000,0.7723518945899522,0.22764810541004776,0.0
395,11083,49752,15305,35562,13,2000,0.7359421784313962,0.2640578215686038,0.0
396,15234,48491,22143,28637,14,2000,0.7947106848844432,0.20528931511555681,0.0
397,19566,13716,11598,24243,12,2000,0.7978415815329619,0.20215841846703808,0.0
398,12417,39163,16515,6922,10,2000,0.8224093689794035,0.17759063102059647,0.0
399,12966,35261,22114,20652,10,2000,0.7386349685334502,0.26136503146654977,0.0
400,10045,27669,25100,39156,9,2000,0.8815404220183751,0.11845957798162488,0.55
401,17483,32383,29820,20156,11,2000,0.7010649375760682,0.29893506242393175,0.0
402,17363,29148,9803,45270,14,2000,0.8263149219050375,0.17368507809496248,0.0
403,10752,40280,26351,16083,10,2000,0.804406843348064,0.195593156651936,0.0
404,14308,46596,19199,9188,15,2000,0.8278263726219899,0.17217362737801012,0.0
405,14589,15922,20269,9262,13,2000,0.8104963975790737,0.18950360242092634,0.0
406,16755,46622,26101,8583,11,2000,0.7800517359936692,0.21994826400633083,0.0
407,9542,49714,10770,35466,14,2000,0.8727217143877525,0.12727828561224752,0.31
408,10437,49205,12314,17105,9,2000,0.7745735004291903,0.22542649957080974,0.0
409,7872,12199,26493,48248,13,2000,0.8258436142078471,0.17415638579215287,0.0
410,17324,18515,16333,42470,15,2000,0.8223876211648941,0.17761237883510594,0.0
411,11981,34907,28276,7677,9,2000,0.7207041155897113,0.27929588441028874,0.0
412,12101,48062,5778,20160,9,2000,0.8181261444243565,0.1818738555756435,0.0
413,13947,27646,29946,16988,14,2000,0.7786406645582689,0.22135933544173114,0.0
414,9952,38922,22686,24609,8,2000,0.7534100724799225,0.24658992752007747,0.0
415,15750,27801,18680,36992,14,2000,0.7011692843926189,0.29883071560738106,0.0
416,10784,22472,13465,19378,16,2000,0.7165519950095534,0.28344800499044664,0.0
417,7398,29560,27641,25463,13,2000,0.8680493421479016,0.13195065785209836,0.2
418,9516,32700,15701,12962,16,2000,0.7938535683882223,0.2061464316117777,0.0
419,17000,44495,18885,15549,11,2000,0.8364354573007705,0.1635645426992295,0.0
420,19932,24816,11964,29690,9,2000,0.7018257360572118,0.29817426394278823,0.0
421,14635,31256,26852,17359,11,2000,0.8499053320171936,0.15009466798280635,0.02
422,19549,15982,12113,43236,15,2000,0.7919635418528572,0.20803645814714278,0.0
423,12847,16730,9618,43134,9,2000,0.8510712668080823,0.14892873319191768,0.01
424,10670,21258,17399,14663,15,2000,0.7864925425187156,0.2135074574812844,0.0
425,14527,24483,24578,12682,12,2000,0.8406290299855118,0.1593709700144882,0.01
426,17484,28161,5907,31991,10,2000,0.75206189031984,0.24793810968015995,0.0
427,7590,40724,25180,34032,11,2000,0.7837336225659498,0.2162663774340502,0.0
428,13996,16204,11828,49765,11,2000,0.837182897094561,0.16281710290543905,0.0
429,17499,44062,18123,14792,10,2000,0.8891538181290871,0.11084618187091289,0.78
430,14098,46897,12095,10980,11,2000,0.7192280226657355,0.2807719773342645,0.0
431,14328,36805,5216,32518,8,2000,0.7455570366653405,0.25444296333465954,0.0
432,19157,45723,6888,36663,11,2000,0.8808434030278212,0.11915659697217884,0.52
433,18871,19198,23648,9757,12,2000,0.7865239119782795,0.21347608802172047,0.0
434,10712,29102,28551,23814,11,2000,0.8034867247198147,0.19651327528018525,0.0
435,7169,42910,29602,34550,15,2000,0.7453806404720326,0.25461935952796744,0.0
436,13563,33420,13283,30408,11,2000,0.7401956228800777,0.2598043771199223,0.0
437,10520,21498,15945,22433,8,2000,0.7647227483672563,0.2352772516327437,0.0
438,19025,12281,23984,18920,9,2000,0.7605426406958364,0.23945735930416356,0.0
439,12188,11533,25450,32239,12,2000,0.797670551809628,0.20232944819037202,0.0
440,7934,41914,29293,35621,11,2000,0.7182932367929525,0.28170676320704746,0.0
441,15983,11587,7484,20371,12,2000,0.837246905975659,0.16275309402434102,0.0
442,17492,44105,29030,18238,15,2000,0.8000228340248706,0.19997716597512938,0.0
443,12771,49201,25755,40248,12,2000,0.8151199573833916,0.1848800426166084,0.0
444,19339,33081,16440,36527,11,2000,0.8949630491583741,0.1050369508416259,0.91
445,16176,20327,22458,39890,13,2000,0.8464236222700032,0.15357637772999677,0.0
446,7792,27112,17354,13270,10,2000,0.7409992763916626,0.25900072360833737,0.0
447,7111,16140,13894,5711,12,2000,0.7172955068122705,0.2827044931877295,0.0
448,9965,44402,11146,24474,10,2000,0.8495715416646972,0.15042845833530283,0.05
449,15709,22805,23319,10320,14,2000,0.7725949813618982,0.2274050186381018,0.0
450,11206,27031,29545,49341,13,2000,0.750046626358617,0.24995337364138304,0.0
451,14653,27196,9135,18437,16,2000,0.7604267595500368,0.2395732404499632,0.0
452,17333,19066,20524,13607,16,2000,0.8126068982268522,0.18739310177314783,0.0
453,18098,38996,16017,18351,16,2000,0.8644841122779147,0.13551588772208534,0.21
454,11281,34269,10170,40598,12,2000,0.7498382861161352,0.25016171388386477,0.0
455,19529,29938,20442,44933,16,2000,0.7569287207362154,0.24307127926378458,0.0
456,19924,36979,16984,34292,13,2000,0.8838349111034114,0.11616508889658861,0.66
457,9773,31306,29240,14008,16,2000,0.7207064458804099,0.2792935541195901,0.0
458,9152,28547,10126,44303,15,2000,0.7239846883591453,0.2760153116408547,0.0
459,7934,11916,11160,37165,9,2000,0.8901264735118958,0.10987352648810422,0.83
460,8056,38304,23945,31432,15,2000,0.8087692335048222,0.19123076649517778,0.0
461,15866,47407,13526,45202,12,2000,0.8050263985819794,0.19497360141802056,0.0
462,7868,20576,20377,11952,14,2000,0.7441745343975839,0.25582546560241615,0.0
463,14224,42110,18260,20074,14,2000,0.7926239452325416,0.20737605476745835,0.0
464,16262,30048,25693,30047,15,2000,0.7439780780317734,0.2560219219682266,0.0
465,8698,46176,21210,24666,16,2000,0.8096398231544388,0.19036017684556117,0.0
466,13095,37996,22032,16465,16,2000,0.8086481509684033,0.19135184903159674,0.0
467,8961,39106,9022,49461,10,2000,0.7541341666118343,0.2458658333881657,0.0
468,16895,47519,16789,24769,14,2000,0.7095967909506448,0.29040320904935524,0.0
469,18956,15925,21427,35409,9,2000,0.7946267177919097,0.20537328220809026,0.0
470,10700,21306,16409,40503,11,2000,0.8463976715909305,0.1536023284090695,0.0
471,12529,47131,29639,42394,14,2000,0.7827086838118892,0.21729131618811082,0.0
472,11333,30535,20107,15945,8,2000,0.7898282865129819,0.21017171348701813,0.0
473,8783,48419,28677,10042,11,2000,0.7817437640807002,0.21825623591929977,0.0
474,14458,47026,23421,6964,9,2000,0.701885623563883,0.29811437643611705,0.0
475,12251,16110,21536,47397,9,2000,0.7860139824431778,0.21398601755682223,0.0
476,17705,35302,26146,16202,14,2000,0.7592760064883033,0.2407239935116967,0.0
477,8272,28518,27157,47060,10,2000,0.7472722317549365,0.2527277682450635,0.0
478,13261,29447,7859,43548,8,2000,0.8352293441819633,0.16477065581803674,0.0
479,18186,43537,25965,15816,13,2000,0.7721607613030869,0.22783923869691314,0.0
480,16241,38135,17977,26465,12,2000,0.7585487574759783,0.24145124252402173,0.0
481,12148,48094,18369,37332,14,2000,0.8744858497336014,0.12551415026639856,0.28
482,7444,28676,6073,17922,13,2000,0.8845994986032695,0.11540050139673053,0.67
483,10335,29943,10915,47124,16,2000,0.7353230515012485,0.26467694849875145,0.0
484,8448,43267,13054,42809,15,2000,0.7875491346143191,0.21245086538568092,0.0
485,9955,28053,7511,6931,8,2000,0.8362676393356023,0.16373236066439767,0.02
486,18474,21847,16557,20517,15,2000,0.8792761376992378,0.12072386230076215,0.53
487,8900,28181,18237,29475,14,2000,0.8129172335977899,0.1870827664022101,0.0
488,19554,37067,9755,17181,9,2000,0.7562191328612444,0.24378086713875557,0.0
489,15288,34499,22271,20646,8,2000,0.7913205078461539,0.20867949215384607,0.0
490,8726,38534,6333,8386,15,2000,0.8189510940598982,0.1810489059401018,0.0
491,8290,45414,14334,14831,8,2000,0.8250574073789463,0.17494259262105372,0.0
492,18850,49215,27074,27595,10,2000,0.752573956483276,0.24742604351672404,0.0
493,11251,11054,24277,29495,13,2000,0.7783935921431928,0.22160640785680719,0.0
494,7230,33351,13104,7297,16,2000,0.7278639778541843,0.27213602214581567,0.0
495,12621,36021,11169,28950,10,2000,0.8696425646036673,0.1303574353963327,0.2
496,11304,21541,29897,22895,11,2000,0.7899470194267326,0.21005298057326738,0.0
497,10423,39797,12502,41396,9,2000,0.8525532890913692,0.14744671090863082,0.01
498,12744,19818,18539,13620,11,2000,0.7721400838767928,0.22785991612320722,0.0
499,17271,10862,6085,11259,9,2000,0.7058811563923202,0.2941188436076798,0.0
